ID,Usuario,CUIL_Cliente,Fecha,Caso,Descripción,Estado,Prioridad,Tipo de Riesgo,Canal de Detección,Monto Sospechoso (ARS),Observaciones
475,analista2,40818044626,2023-03-19,CASO-00475,Quis corrupti aliquid laboriosam deleniti nihil.,Finalizado,Alta,Ingeniería Social,App Móvil,374550,Animi nihil vel.
476,analista1,46027605911,2023-03-12,CASO-00476,Dicta ratione quis praesentium.,Pendiente,Media,Ingeniería Social,Web Corporativa,105147,Eos nemo eum aut.
477,analista2,92211250759,2023-03-13,CASO-00477,Veniam est placeat dolor esse.,En revisión,Baja,Dispositivo Nuevo,Banca Web,622035,Totam nulla est.
478,analista1,88028372472,2023-03-24,CASO-00478,Ipsam voluptas quis earum culpa sapiente.,En revisión,Alta,Ingeniería Social,App Móvil,490814,Dicta at eveniet blanditiis.
479,analista2,42443864765,2023-03-24,CASO-00479,Voluptas unde rem.,Pendiente,Alta,Acceso Ilegítimo,Banca Web,96580,Aperiam totam soluta.
480,analista1,43864686026,2023-03-13,CASO-00480,Eius inventore eligendi dolorum iusto.,Finalizado,Baja,Transaccional,Correo Electrónico,817258,Ducimus veritatis ad.
481,analista1,86422958152,2023-04-17,CASO-00481,Quae odit nulla soluta ratione.,En revisión,Baja,Ingeniería Social,App Móvil,1085301,Repellendus qui quae dicta.
482,analista3,24383934197,2023-04-21,CASO-00482,Fugiat dolore labore aliquam ea.,En revisión,Media,Dispositivo Nuevo,Web Corporativa,328048,Accusantium sed esse.
483,analista3,55292423110,2023-04-10,CASO-00483,Harum veniam similique qui dignissimos quia.,Pendiente,Baja,Ingeniería Social,Web Corporativa,548132,Ad impedit alias vero minima.
484,analista3,44410350523,2023-04-23,CASO-00484,Vitae pariatur accusamus eligendi aut.,Finalizado,Alta,Ingeniería Social,Banca Web,867994,Excepturi autem nihil.
485,analista2,43404909508,2023-04-14,CASO-00485,Dolore dicta atque.,Pendiente,Media,Transaccional,App Móvil,1028309,Corporis beatae aut.
486,analista1,68567123826,2023-04-12,CASO-00486,Vel fugit deserunt saepe.,Finalizado,Alta,Transaccional,Correo Electrónico,1143345,Excepturi sunt totam est.
487,analista3,15088942218,2023-04-22,CASO-00487,Cumque eius temporibus minima.,Finalizado,Media,Transaccional,Correo Electrónico,947883,Cumque excepturi ipsum eius.
488,analista3,89996912569,2023-04-04,CASO-00488,Veritatis repellat consectetur dicta.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,713472,Quis repellendus non vitae.
489,analista2,49395560682,2023-04-11,CASO-00489,Blanditiis consequuntur esse vel qui repudiandae.,Pendiente,Alta,Ingeniería Social,App Móvil,673879,Nihil error illum provident.
490,analista3,80997936698,2023-04-22,CASO-00490,Magnam qui perspiciatis.,En revisión,Baja,Transaccional,Correo Electrónico,825259,Aut sequi quibusdam ad ullam.
491,analista1,15623938731,2023-04-09,CASO-00491,Assumenda fugit dolor id.,En revisión,Media,Dispositivo Nuevo,App Móvil,795697,Tempore natus delectus.
492,analista1,75447903928,2023-04-17,CASO-00492,A ducimus iure dolor.,Finalizado,Alta,Acceso Ilegítimo,Correo Electrónico,1128373,Cum hic totam earum autem.
493,analista3,56039018461,2023-04-19,CASO-00493,Sunt praesentium aut ut eveniet perferendis.,Finalizado,Alta,Ingeniería Social,Web Corporativa,870298,Ad saepe quae architecto.
494,analista2,66048438408,2023-04-26,CASO-00494,Illum maxime consequuntur laudantium.,En revisión,Media,Transaccional,Web Corporativa,424416,Rem laboriosam velit.
495,analista3,95826032772,2023-04-06,CASO-00495,Occaecati exercitationem saepe in illo tenetur.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,702880,Eum nam corporis.
496,analista1,99460674723,2023-04-16,CASO-00496,Beatae beatae magni nam exercitationem id.,En revisión,Alta,Dispositivo Nuevo,Banca Web,157472,Harum laborum animi.
497,analista2,19605943346,2023-04-26,CASO-00497,Officiis inventore quas voluptate ullam quos.,En revisión,Media,Transaccional,Correo Electrónico,903017,Incidunt fugiat nemo aliquid.
498,analista1,64394648270,2023-04-10,CASO-00498,Ab atque minima ducimus.,Finalizado,Media,Ingeniería Social,App Móvil,954354,Vero iste facere veritatis.
499,analista3,12024339036,2023-04-06,CASO-00499,Libero harum nostrum quia enim.,En revisión,Media,Dispositivo Nuevo,Correo Electrónico,667833,Sit voluptate magni delectus.
500,analista2,20451909105,2023-04-12,CASO-00500,Cupiditate ut aspernatur ratione occaecati.,En revisión,Media,Acceso Ilegítimo,App Móvil,778439,Exercitationem quod natus.
501,analista2,38027401864,2023-04-23,CASO-00501,Culpa praesentium cupiditate.,Finalizado,Media,Ingeniería Social,Web Corporativa,431490,Numquam unde cum adipisci.
502,analista3,40387977624,2023-04-18,CASO-00502,Omnis incidunt perferendis.,En revisión,Alta,Ingeniería Social,App Móvil,350020,Quod aliquid vero sunt rerum.
503,analista1,28199019023,2023-04-04,CASO-00503,Suscipit sequi tenetur.,Finalizado,Alta,Ingeniería Social,App Móvil,701796,Odit officia eligendi quod.
504,analista3,5441524365,2023-04-23,CASO-00504,Consequuntur reiciendis soluta.,En revisión,Media,Ingeniería Social,Web Corporativa,639973,Facere eligendi quisquam.
505,analista3,34056724864,2023-04-07,CASO-00505,Repellendus dolorum dolorem esse unde.,Finalizado,Media,Ingeniería Social,Correo Electrónico,949938,Minima eius ad.
506,analista3,50136946281,2023-04-02,CASO-00506,Voluptatibus architecto quas consequuntur iusto sunt.,En revisión,Media,Transaccional,Correo Electrónico,646923,Hic autem molestias facere.
507,analista3,12664194049,2023-04-28,CASO-00507,Dolor aliquid eaque aliquid adipisci.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,1045495,Possimus aperiam porro.
508,analista3,73778449071,2023-04-14,CASO-00508,Aperiam vel facilis minus.,En revisión,Alta,Transaccional,Correo Electrónico,278442,Ipsa quia sit.
509,analista3,66220069833,2023-04-21,CASO-00509,Qui quos fugiat.,Finalizado,Alta,Ingeniería Social,Banca Web,831342,Modi fuga quos vitae.
510,analista1,12869821252,2023-04-21,CASO-00510,Nisi animi nihil eius.,Pendiente,Alta,Acceso Ilegítimo,Banca Web,938229,Error aut natus mollitia cum.
511,analista1,13369503648,2023-04-19,CASO-00511,Laborum quidem saepe non.,Pendiente,Media,Transaccional,App Móvil,185868,Commodi commodi soluta est.
512,analista2,51510696265,2023-04-19,CASO-00512,Quia nemo distinctio quo.,En revisión,Alta,Transaccional,App Móvil,155190,Saepe vero repellat.
513,analista1,47273804983,2023-04-27,CASO-00513,Optio nemo reprehenderit aperiam dignissimos.,En revisión,Alta,Acceso Ilegítimo,Correo Electrónico,896621,Quas veritatis voluptatum.
514,analista1,67141124107,2023-04-26,CASO-00514,Velit aliquam exercitationem.,Finalizado,Media,Ingeniería Social,App Móvil,448734,Doloribus laboriosam nam.
515,analista1,24464621282,2023-04-21,CASO-00515,Fugit facere adipisci excepturi fugiat nihil.,Pendiente,Media,Transaccional,Banca Web,89705,Deserunt velit odit numquam.
516,analista2,41716598630,2023-04-12,CASO-00516,Modi asperiores nemo temporibus.,Finalizado,Media,Ingeniería Social,Web Corporativa,227324,Numquam est nesciunt.
517,analista3,41972163596,2023-04-05,CASO-00517,Eius voluptate necessitatibus saepe.,Finalizado,Baja,Dispositivo Nuevo,Banca Web,670633,Aliquam beatae quam enim.
518,analista1,76242059518,2023-04-18,CASO-00518,Occaecati corporis dolores quas provident.,Pendiente,Media,Transaccional,Correo Electrónico,1034663,Ipsa quae debitis omnis.
519,analista2,63819464880,2023-04-19,CASO-00519,Molestias hic perferendis soluta similique autem.,Pendiente,Alta,Transaccional,Banca Web,596111,Officiis magnam sequi libero.
520,analista1,80861298516,2023-04-15,CASO-00520,Tempore ducimus aliquid modi dignissimos.,En revisión,Media,Ingeniería Social,App Móvil,91954,Quo beatae ipsa ullam.
521,analista1,71195754434,2023-04-10,CASO-00521,Id dicta id itaque corporis corrupti.,Pendiente,Media,Ingeniería Social,Web Corporativa,270078,Distinctio neque velit.
522,analista1,46425838686,2023-04-11,CASO-00522,Libero velit tempora quibusdam quo iste.,En revisión,Alta,Dispositivo Nuevo,Banca Web,325727,Placeat beatae iusto.
523,analista3,25896818915,2023-04-21,CASO-00523,Cum necessitatibus atque.,Finalizado,Alta,Transaccional,Banca Web,944232,Quam maxime quidem unde.
524,analista3,12506560869,2023-04-07,CASO-00524,Inventore tempora maxime dolorem.,En revisión,Baja,Acceso Ilegítimo,App Móvil,501451,Quasi quos maiores.
525,analista3,65800346211,2023-04-22,CASO-00525,Illum et aperiam animi est.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,204515,Beatae blanditiis iure.
526,analista1,12827327126,2023-04-17,CASO-00526,Vitae molestias eligendi.,Pendiente,Media,Transaccional,Banca Web,781887,Ea explicabo ipsa deleniti.
527,analista3,4720357411,2023-04-15,CASO-00527,Vitae laboriosam voluptates harum autem maiores.,En revisión,Baja,Transaccional,Web Corporativa,976683,Repellendus ipsam aperiam.
528,analista2,49503461017,2023-04-18,CASO-00528,Illo ea repellendus quasi.,En revisión,Baja,Transaccional,Web Corporativa,695543,Rerum laborum vel dolorem.
529,analista3,18021120310,2023-04-25,CASO-00529,Corporis quasi magnam.,Pendiente,Baja,Acceso Ilegítimo,Web Corporativa,809675,Accusamus qui culpa eos.
530,analista3,10131538942,2023-04-16,CASO-00530,Tenetur excepturi provident nisi.,En revisión,Alta,Acceso Ilegítimo,App Móvil,1041583,Tempore molestiae ut ipsa.
531,analista3,72447004149,2023-04-20,CASO-00531,In eum aut at aperiam voluptas.,Finalizado,Baja,Transaccional,Correo Electrónico,597902,Dolor ipsam qui veritatis.
532,analista3,91417421553,2023-05-07,CASO-00532,Facilis minus dolor excepturi consequuntur sequi.,Pendiente,Media,Dispositivo Nuevo,App Móvil,676190,Aperiam illo assumenda.
533,analista3,79661334221,2023-05-02,CASO-00533,Repellendus quia iste delectus soluta quo.,En revisión,Baja,Ingeniería Social,Correo Electrónico,709998,Nobis error et consequuntur.
534,analista2,81719935236,2023-05-28,CASO-00534,Architecto minima laboriosam quasi incidunt impedit.,En revisión,Baja,Ingeniería Social,App Móvil,499682,Ipsa maxime ut repellat.
535,analista2,52890138737,2023-05-09,CASO-00535,Non reprehenderit pariatur.,Pendiente,Media,Ingeniería Social,App Móvil,994814,Laudantium soluta expedita.
536,analista3,4964629499,2023-05-07,CASO-00536,Atque iste reiciendis vero doloribus impedit.,En revisión,Baja,Transaccional,Banca Web,253695,Minima facere alias.
537,analista3,43066268759,2023-05-02,CASO-00537,Quisquam officia dolorem.,Pendiente,Baja,Dispositivo Nuevo,Web Corporativa,427755,Architecto natus nobis.
538,analista1,37682931948,2023-05-17,CASO-00538,Blanditiis possimus consectetur quae.,En revisión,Alta,Transaccional,App Móvil,1048877,Nihil expedita tenetur.
539,analista1,44074237470,2023-05-26,CASO-00539,Nostrum nobis tempora.,Pendiente,Baja,Acceso Ilegítimo,Web Corporativa,346682,Dolore saepe non enim.
540,analista1,62418284525,2023-05-05,CASO-00540,Dolores aut alias.,Pendiente,Alta,Ingeniería Social,Web Corporativa,1019985,Vel expedita rerum quis ea.
541,analista3,40489608498,2023-05-02,CASO-00541,Tempora nulla odit reprehenderit quas.,Pendiente,Alta,Ingeniería Social,Banca Web,258516,Maxime soluta adipisci.
542,analista1,56080867226,2023-05-28,CASO-00542,Vel eveniet nostrum iure iste.,Pendiente,Media,Acceso Ilegítimo,App Móvil,627893,Veritatis quis fugiat.
543,analista3,95344295551,2023-05-23,CASO-00543,Tempora adipisci explicabo quaerat ex tempora.,Finalizado,Baja,Dispositivo Nuevo,Web Corporativa,533293,Ipsum in sapiente eaque.
544,analista1,65881026174,2023-05-23,CASO-00544,Laboriosam quod voluptatibus cum dignissimos.,Finalizado,Media,Ingeniería Social,App Móvil,645740,Est earum ad autem ut.
545,analista1,16119485204,2023-05-17,CASO-00545,Reiciendis aliquid eius sit.,Pendiente,Alta,Ingeniería Social,Web Corporativa,731734,Corrupti quod deserunt.
546,analista2,91413843596,2023-05-01,CASO-00546,Omnis dolore consequuntur totam illo.,Finalizado,Baja,Acceso Ilegítimo,App Móvil,848270,Alias perspiciatis quod iste.
547,analista2,42143571608,2023-05-09,CASO-00547,Inventore quis minima.,Finalizado,Alta,Transaccional,Correo Electrónico,751087,Minus amet rem laborum.
548,analista2,59970689135,2023-05-14,CASO-00548,Perspiciatis ab quidem.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,1182688,Odit esse nisi unde modi.
549,analista3,66102028944,2023-05-12,CASO-00549,Adipisci quae recusandae at reiciendis.,En revisión,Baja,Dispositivo Nuevo,Correo Electrónico,389764,Dolorum maxime nostrum.
550,analista1,56466163886,2023-05-14,CASO-00550,Ducimus adipisci necessitatibus nobis.,En revisión,Baja,Ingeniería Social,Web Corporativa,127060,Sed voluptatem dolor neque.
551,analista1,72099543141,2023-05-19,CASO-00551,Quaerat atque ullam quasi similique corporis.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,58835,Accusamus veritatis sunt ad.
552,analista2,1832781385,2023-05-05,CASO-00552,Voluptate provident voluptas nisi.,Pendiente,Alta,Acceso Ilegítimo,Banca Web,432192,Quaerat rerum odio atque.
553,analista1,18672304671,2023-05-11,CASO-00553,Rem aliquam quos minus itaque.,Finalizado,Alta,Dispositivo Nuevo,App Móvil,382342,Laudantium quia quo iusto ea.
554,analista3,86217747831,2023-05-03,CASO-00554,Voluptas quod assumenda iste.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,698692,At adipisci qui non.
555,analista1,87238325195,2023-05-24,CASO-00555,Sit minima eum voluptatum eaque.,Pendiente,Media,Dispositivo Nuevo,Web Corporativa,1032687,Iste esse explicabo eligendi.
556,analista2,98353672030,2023-05-27,CASO-00556,Sunt laborum saepe fugit tenetur.,En revisión,Alta,Ingeniería Social,Web Corporativa,732042,Autem sequi quos iure.
557,analista1,48200524513,2023-05-27,CASO-00557,Minima eveniet consectetur earum.,Pendiente,Alta,Ingeniería Social,Web Corporativa,1160724,At maiores laborum.
558,analista2,24944412953,2023-05-09,CASO-00558,Qui natus repellat.,Pendiente,Media,Ingeniería Social,Correo Electrónico,906101,Architecto fuga rem iusto.
559,analista1,84822486979,2023-05-10,CASO-00559,Nemo dolorem error vero saepe at.,Pendiente,Alta,Transaccional,Web Corporativa,756710,Ab dolorem error.
560,analista1,25416513827,2023-05-05,CASO-00560,Corporis rem quidem sit unde fuga.,En revisión,Baja,Ingeniería Social,Correo Electrónico,88506,Iste ipsam odit sunt.
561,analista3,99058624707,2023-05-23,CASO-00561,Facere architecto voluptatum quos dolorum.,Pendiente,Media,Dispositivo Nuevo,Banca Web,861133,Repellat sit eum unde.
562,analista2,11780768578,2023-05-11,CASO-00562,Quo sed a veniam voluptates.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,609397,Esse deserunt distinctio.
563,analista1,36760326235,2023-05-01,CASO-00563,Error iusto modi temporibus corrupti quos.,En revisión,Alta,Dispositivo Nuevo,App Móvil,1087474,Mollitia quasi qui maiores.
564,analista3,92486554044,2023-05-01,CASO-00564,Explicabo deserunt eius ex odit maxime.,Pendiente,Alta,Transaccional,Web Corporativa,284281,Cumque quae quo aliquid.
565,analista3,82014828606,2023-05-25,CASO-00565,Voluptatibus consequuntur quam alias veniam vero.,En revisión,Alta,Acceso Ilegítimo,Correo Electrónico,414325,Quisquam fugiat eaque cumque.
566,analista2,9853771751,2023-05-27,CASO-00566,Amet distinctio ullam porro.,En revisión,Baja,Ingeniería Social,Banca Web,1082851,Aut ea eos odio.
567,analista1,4655867857,2023-05-26,CASO-00567,Voluptatem vel cum eius.,En revisión,Baja,Ingeniería Social,Correo Electrónico,996994,Neque ullam eos est.
568,analista3,2397440779,2023-05-07,CASO-00568,Quod assumenda nihil consequatur.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,452789,Nulla ex quia.
569,analista1,7435462178,2023-05-26,CASO-00569,Quo labore consectetur.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,413823,Magnam soluta neque quia.
570,analista1,31206658016,2023-05-27,CASO-00570,Unde quasi deleniti eos quidem.,Finalizado,Alta,Ingeniería Social,Banca Web,667556,Ab nam veniam laborum.
571,analista3,41239628402,2023-05-28,CASO-00571,Esse vitae tempora eum facilis.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,299714,Aliquid veniam magnam iste.
572,analista1,88182733030,2023-05-28,CASO-00572,Consequuntur esse illo explicabo.,En revisión,Media,Transaccional,Banca Web,720789,Ullam est maiores modi illo.
573,analista1,21420382290,2023-05-02,CASO-00573,Voluptatibus quisquam veniam nam.,Pendiente,Baja,Ingeniería Social,App Móvil,1098906,Ad omnis magnam quod.
574,analista2,15278548309,2023-05-03,CASO-00574,A vitae iusto sit reiciendis.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,68796,Ratione dolorum in quis.
575,analista1,29304389960,2023-05-21,CASO-00575,Dicta a quis.,En revisión,Baja,Dispositivo Nuevo,Correo Electrónico,309198,Neque sequi quia iste totam.
576,analista1,19573645782,2023-05-22,CASO-00576,Numquam debitis quibusdam.,Finalizado,Baja,Dispositivo Nuevo,Correo Electrónico,647796,Totam minus saepe ad.
577,analista1,79556475711,2023-05-10,CASO-00577,Assumenda ex rem reiciendis.,Finalizado,Baja,Transaccional,App Móvil,1077681,Ratione aut possimus autem.
578,analista2,45342430033,2023-05-07,CASO-00578,Labore possimus sint magni.,Finalizado,Baja,Transaccional,App Móvil,574615,Quas eveniet quisquam.
579,analista3,72216483919,2023-05-19,CASO-00579,Necessitatibus sapiente mollitia voluptas expedita accusantium.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,632377,Earum quia rerum hic id.
580,analista2,49717610439,2023-05-10,CASO-00580,Numquam quasi tempora.,En revisión,Alta,Dispositivo Nuevo,Web Corporativa,1055548,Minus culpa quasi atque.
581,analista3,20277381087,2023-05-01,CASO-00581,Qui mollitia eius perferendis molestias eveniet.,En revisión,Media,Dispositivo Nuevo,App Móvil,1084915,Qui qui sit veniam.
582,analista2,74602325359,2023-05-13,CASO-00582,Quas dolorum eveniet.,Finalizado,Baja,Transaccional,App Móvil,333528,Non cumque sunt dolore.
583,analista2,14167125171,2023-05-01,CASO-00583,Non aperiam natus.,Finalizado,Baja,Dispositivo Nuevo,Web Corporativa,336793,Distinctio enim eos.
584,analista3,40308089567,2023-05-02,CASO-00584,Dolorum aut dolor assumenda.,Pendiente,Baja,Acceso Ilegítimo,Banca Web,592654,Quas quam velit.
585,analista3,54345820655,2023-05-17,CASO-00585,A eos rerum non.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,394711,Odit ullam eius.
586,analista3,11390284465,2023-05-15,CASO-00586,Incidunt veritatis aliquid officiis ipsa modi.,En revisión,Alta,Acceso Ilegítimo,Web Corporativa,160385,Facere non amet rerum.
587,analista1,11072570804,2023-05-24,CASO-00587,Eaque mollitia tempore ea repellendus perspiciatis.,Finalizado,Alta,Transaccional,App Móvil,442453,Distinctio vero voluptatum.
